timestamp_utc,HY_Res_Level,HY_Head,HY_Flow,HY_Pressure,HY_Speed_Pct,HY_Freq_Hz,HY_Power_MW,HY_Gate_Pos,HY_Gate_Cmd,HY_Breaker_Sts,HY_Breaker_Cmd,HY_Spill_Sts,HY_Spill_Cmd,HY_State_Idle,HY_State_Startup,HY_State_Running,HY_State_Shutdown,HY_State_Tripped,HY_Permissives_Ready,HY_Trip_Overspeed,HY_Trip_Overpressure,HY_Trip_LowHead,HY_Trip_Manual,HY_Alarm_GateMismatch,HY_Alarm_BreakerMismatch,HY_Alarm_LowLevel,HY_Power_Setpoint_MW
2025-06-15T10:10:00Z,25.05,100.38,50.25,985.95,99.88,59.98,42.77,50.00,50.00,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,40.00
2025-06-15T10:10:00.5Z,24.91,100.24,49.89,983.98,100.00,60.02,42.61,49.79,49.58,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,40.00
2025-06-15T10:10:01Z,25.00,100.43,49.32,979.01,99.93,60.02,42.36,49.48,49.18,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,40.00
2025-06-15T10:10:01.5Z,24.93,99.58,48.87,978.65,99.81,60.01,42.16,49.15,48.82,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,40.00
2025-06-15T10:10:02Z,25.06,100.42,48.95,980.89,100.07,60.00,41.84,48.83,48.51,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,40.00
2025-06-15T10:10:02.5Z,25.05,100.45,48.43,977.83,100.04,59.99,41.50,48.53,48.24,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,40.00
2025-06-15T10:10:03Z,24.93,99.76,48.10,984.99,99.85,59.99,41.39,48.27,48.00,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,40.00
2025-06-15T10:10:03.5Z,25.09,99.52,48.09,981.55,99.80,60.01,41.04,48.03,47.80,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,40.00
2025-06-15T10:10:04Z,24.98,100.18,47.71,985.47,100.06,59.99,40.87,47.83,47.63,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,40.00
2025-06-15T10:10:04.5Z,25.01,99.68,47.42,978.91,100.02,60.01,40.91,47.66,47.49,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,40.00
2025-06-15T10:10:05Z,25.06,100.33,47.42,980.64,99.82,59.99,40.78,47.51,47.36,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,40.00
2025-06-15T10:10:05.5Z,25.09,100.34,47.13,979.71,99.99,59.98,40.56,47.39,47.26,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,40.00
2025-06-15T10:10:06Z,24.93,100.26,47.45,985.70,99.99,60.01,40.50,47.28,47.17,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,40.00
2025-06-15T10:10:06.5Z,25.10,100.31,47.16,982.17,100.00,60.00,40.35,47.19,47.10,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,40.00
